cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D speed) [m/s],GPS (3D speed) [m/s],fix,precision,altitude system
129810.93200000002,2024-05-17T14:15:07.989Z,43.2264202,46.0166852,150,4.079,4.07,3,148,MSLV
129866.58666666668,2024-05-17T14:15:08.044Z,43.2264182,46.0166845,150.008,4.068,4.08,3,148,MSLV
129922.24133333335,2024-05-17T14:15:08.099Z,43.2264163,46.0166839,150.009,4.023,4.07,3,148,MSLV
129977.89600000002,2024-05-17T14:15:08.154Z,43.2264146,46.0166835,150.014,3.842,4.02,3,148,MSLV
130033.55066666669,2024-05-17T14:15:08.209Z,43.2264128,46.016683,149.971,3.733,3.84,3,148,MSLV
130089.20533333336,2024-05-17T14:15:08.264Z,43.2264111,46.0166823,149.919,3.654,3.73,3,148,MSLV
130144.86000000003,2024-05-17T14:15:08.319Z,43.2264093,46.0166814,149.922,3.717,3.65,3,148,MSLV
130200.5146666667,2024-05-17T14:15:08.374Z,43.2264074,46.0166805,149.953,3.875,3.72,3,148,MSLV
130256.16933333337,2024-05-17T14:15:08.429Z,43.2264056,46.0166794,150.017,3.958,3.87,3,148,MSLV
130311.824,2024-05-17T14:15:08.484Z,43.2264037,46.0166784,150.042,3.996,3.96,3,148,MSLV
130366.34888888888,2024-05-17T14:15:08.542Z,43.2264018,46.0166773,150.036,4.029,4,3,148,MSLV
130420.87377777777,2024-05-17T14:15:08.600Z,43.2264,46.0166765,150.034,3.97,4.03,3,148,MSLV
130475.39866666666,2024-05-17T14:15:08.658Z,43.2263981,46.0166759,150.033,3.91,3.97,3,148,MSLV
130529.92355555555,2024-05-17T14:15:08.716Z,43.2263965,46.0166755,150.075,3.662,3.91,3,148,MSLV
130584.44844444444,2024-05-17T14:15:08.774Z,43.2263948,46.0166749,150.097,3.632,3.66,3,148,MSLV
130638.97333333333,2024-05-17T14:15:08.832Z,43.2263931,46.0166742,150.072,3.602,3.63,3,148,MSLV
130693.49822222222,2024-05-17T14:15:08.890Z,43.2263913,46.0166737,150.031,3.574,3.6,3,148,MSLV
130748.0231111111,2024-05-17T14:15:08.948Z,43.2263895,46.0166732,150.024,3.611,3.57,3,148,MSLV
130802.548,2024-05-17T14:15:09.006Z,43.2263876,46.0166724,150.006,3.747,3.61,3,148,MSLV
130857.07288888888,2024-05-17T14:15:09.064Z,43.2263858,46.0166714,150.049,3.824,3.75,3,148,MSLV
130911.59777777777,2024-05-17T14:15:09.122Z,43.226384,46.0166704,150.07,3.876,3.82,3,148,MSLV
130966.12266666666,2024-05-17T14:15:09.180Z,43.2263821,46.0166694,150.117,3.973,3.88,3,148,MSLV
131020.64755555555,2024-05-17T14:15:09.238Z,43.2263802,46.0166686,150.095,3.945,3.97,3,148,MSLV
131075.17244444444,2024-05-17T14:15:09.296Z,43.2263785,46.0166677,150.071,3.847,3.95,3,148,MSLV
131129.69733333332,2024-05-17T14:15:09.354Z,43.2263769,46.016667,150.086,3.714,3.85,3,148,MSLV
131184.2222222222,2024-05-17T14:15:09.412Z,43.2263752,46.0166663,150.069,3.648,3.72,3,148,MSLV
131238.74711111106,2024-05-17T14:15:09.470Z,43.2263734,46.0166656,150.045,3.638,3.65,3,148,MSLV
131293.272,2024-05-17T14:15:09.529Z,43.2263714,46.0166652,150.038,3.732,3.64,3,148,MSLV
131348.12505263157,2024-05-17T14:15:09.581Z,43.2263696,46.0166645,150.031,3.754,3.73,3,148,MSLV
131402.97810526314,2024-05-17T14:15:09.633Z,43.2263678,46.0166637,150.042,3.775,3.75,3,148,MSLV
131457.83115789472,2024-05-17T14:15:09.685Z,43.226366,46.0166629,150.057,3.815,3.78,3,148,MSLV
131512.6842105263,2024-05-17T14:15:09.737Z,43.2263641,46.0166622,150.073,3.904,3.81,3,148,MSLV
131567.53726315786,2024-05-17T14:15:09.789Z,43.2263622,46.0166614,150.056,3.912,3.9,3,148,MSLV
131622.39031578944,2024-05-17T14:15:09.841Z,43.2263603,46.0166606,150.089,3.963,3.91,3,148,MSLV
131677.243368421,2024-05-17T14:15:09.893Z,43.2263583,46.0166598,150.093,3.995,3.96,3,148,MSLV
131732.09642105259,2024-05-17T14:15:09.945Z,43.2263565,46.0166589,150.087,3.93,4,3,148,MSLV
131786.94947368416,2024-05-17T14:15:09.997Z,43.2263549,46.0166578,150.044,3.846,3.93,3,148,MSLV
131841.80252631573,2024-05-17T14:15:10.050Z,43.2263531,46.0166568,150.057,3.834,3.85,3,148,MSLV
131896.6555789473,2024-05-17T14:15:10.102Z,43.2263512,46.016656,150.072,3.886,3.83,3,148,MSLV
131951.50863157888,2024-05-17T14:15:10.154Z,43.2263493,46.0166553,150.079,3.903,3.89,3,148,MSLV
132006.36168421045,2024-05-17T14:15:10.206Z,43.2263474,46.0166545,150.064,3.912,3.9,3,148,MSLV
132061.21473684203,2024-05-17T14:15:10.258Z,43.2263456,46.0166539,150.057,3.851,3.91,3,148,MSLV
132116.0677894736,2024-05-17T14:15:10.310Z,43.2263437,46.0166532,150.035,3.885,3.85,3,148,MSLV
132170.92084210517,2024-05-17T14:15:10.362Z,43.2263417,46.0166523,150.057,4.008,3.89,3,148,MSLV
132225.77389473675,2024-05-17T14:15:10.414Z,43.2263398,46.0166515,150.077,4.047,4.01,3,148,MSLV
132280.62694736832,2024-05-17T14:15:10.466Z,43.2263379,46.0166505,150.122,4.057,4.05,3,148,MSLV
132335.48,2024-05-17T14:15:10.519Z,43.2263361,46.0166496,150.113,4.028,4.06,3,148,MSLV
132391.07811764706,2024-05-17T14:15:10.577Z,43.2263342,46.0166489,150.096,3.973,4.03,3,148,MSLV
132446.67623529412,2024-05-17T14:15:10.635Z,43.2263323,46.0166482,150.065,3.903,3.97,3,148,MSLV
132502.27435294117,2024-05-17T14:15:10.693Z,43.2263303,46.0166474,149.954,3.9,3.9,3,148,MSLV
132557.87247058822,2024-05-17T14:15:10.751Z,43.2263284,46.0166468,149.882,3.888,3.9,3,148,MSLV
132613.47058823527,2024-05-17T14:15:10.810Z,43.2263264,46.016646,149.857,3.977,3.89,3,148,MSLV
132669.06870588232,2024-05-17T14:15:10.868Z,43.2263245,46.0166452,149.855,3.977,3.98,3,148,MSLV
132724.66682352938,2024-05-17T14:15:10.926Z,43.2263226,46.0166443,149.853,3.995,3.98,3,148,MSLV
132780.26494117643,2024-05-17T14:15:10.984Z,43.2263207,46.0166435,149.86,3.986,4,3,148,MSLV
132835.86305882348,2024-05-17T14:15:11.043Z,43.2263188,46.0166429,149.852,3.965,3.99,3,148,MSLV
132891.46117647053,2024-05-17T14:15:11.101Z,43.2263167,46.0166421,149.859,4.081,3.97,3,148,MSLV
132947.0592941176,2024-05-17T14:15:11.159Z,43.2263148,46.0166413,149.866,4.094,4.08,3,148,MSLV
133002.65741176464,2024-05-17T14:15:11.217Z,43.2263127,46.0166405,149.864,4.144,4.09,3,148,MSLV
133058.2555294117,2024-05-17T14:15:11.276Z,43.2263107,46.0166398,149.854,4.152,4.14,3,148,MSLV
133113.85364705874,2024-05-17T14:15:11.334Z,43.2263088,46.0166389,149.842,4.082,4.15,3,148,MSLV
133169.4517647058,2024-05-17T14:15:11.392Z,43.226307,46.016638,149.858,4.027,4.08,3,148,MSLV
133225.04988235285,2024-05-17T14:15:11.450Z,43.226305,46.0166371,149.853,4.059,4.03,3,148,MSLV
133280.648,2024-05-17T14:15:11.509Z,43.2263031,46.0166363,149.832,4.035,4.06,3,148,MSLV
133335.35073684208,2024-05-17T14:15:11.561Z,43.2263011,46.0166355,149.83,4.055,4.04,3,148,MSLV
133390.05347368418,2024-05-17T14:15:11.613Z,43.2262992,46.0166345,149.824,4.058,4.06,3,148,MSLV
133444.75621052628,2024-05-17T14:15:11.665Z,43.2262973,46.0166335,149.839,4.141,4.06,3,148,MSLV
133499.45894736837,2024-05-17T14:15:11.717Z,43.2262952,46.0166324,149.835,4.229,4.14,3,148,MSLV
133554.16168421047,2024-05-17T14:15:11.769Z,43.2262932,46.0166315,149.836,4.245,4.23,3,148,MSLV
133608.86442105257,2024-05-17T14:15:11.821Z,43.2262912,46.0166306,149.865,4.231,4.25,3,148,MSLV
133663.56715789466,2024-05-17T14:15:11.873Z,43.2262892,46.0166299,149.874,4.149,4.23,3,148,MSLV
133718.26989473676,2024-05-17T14:15:11.925Z,43.2262873,46.0166291,149.87,4.109,4.15,3,148,MSLV
133772.97263157886,2024-05-17T14:15:11.977Z,43.2262852,46.0166283,149.855,4.212,4.11,3,148,MSLV
133827.67536842095,2024-05-17T14:15:12.030Z,43.2262832,46.0166276,149.837,4.118,4.21,3,148,MSLV
133882.37810526305,2024-05-17T14:15:12.082Z,43.2262813,46.0166267,149.845,4.116,4.12,3,148,MSLV
133937.08084210515,2024-05-17T14:15:12.134Z,43.2262793,46.0166259,149.838,4.111,4.12,3,148,MSLV
133991.78357894724,2024-05-17T14:15:12.186Z,43.2262775,46.0166251,149.854,4.052,4.11,3,148,MSLV
134046.48631578934,2024-05-17T14:15:12.238Z,43.2262756,46.0166243,149.845,4.046,4.05,3,148,MSLV
134101.18905263144,2024-05-17T14:15:12.290Z,43.2262734,46.0166235,149.848,4.19,4.05,3,148,MSLV
134155.89178947354,2024-05-17T14:15:12.342Z,43.2262714,46.0166226,149.851,4.205,4.19,3,148,MSLV
134210.59452631563,2024-05-17T14:15:12.394Z,43.2262695,46.0166218,149.891,4.182,4.21,3,148,MSLV
134265.29726315773,2024-05-17T14:15:12.446Z,43.2262675,46.016621,149.897,4.155,4.18,3,148,MSLV
134320,2024-05-17T14:15:12.499Z,43.2262655,46.0166203,149.891,4.138,4.15,3,148,MSLV
134375.31377777777,2024-05-17T14:15:12.554Z,43.2262634,46.0166196,149.879,4.148,4.14,3,148,MSLV
134430.62755555555,2024-05-17T14:15:12.609Z,43.2262615,46.0166189,149.878,4.046,4.15,3,148,MSLV
134485.94133333332,2024-05-17T14:15:12.664Z,43.2262596,46.0166181,149.882,4.024,4.05,3,148,MSLV
134541.2551111111,2024-05-17T14:15:12.719Z,43.2262577,46.0166173,149.889,3.994,4.02,3,148,MSLV
134596.56888888887,2024-05-17T14:15:12.774Z,43.2262557,46.0166164,149.874,4.082,3.99,3,148,MSLV
134651.88266666664,2024-05-17T14:15:12.829Z,43.2262537,46.0166157,149.856,4.087,4.08,3,148,MSLV
134707.19644444442,2024-05-17T14:15:12.884Z,43.2262519,46.0166148,149.865,4.001,4.09,3,148,MSLV
134762.5102222222,2024-05-17T14:15:12.939Z,43.2262501,46.0166138,149.877,3.997,4,3,148,MSLV
134817.82399999996,2024-05-17T14:15:12.994Z,43.2262481,46.016613,149.893,4.025,4,3,148,MSLV
134873.13777777774,2024-05-17T14:15:13.049Z,43.2262462,46.016612,149.897,4.059,4.02,3,148,MSLV
134928.4515555555,2024-05-17T14:15:13.104Z,43.2262446,46.0166114,149.902,3.824,4.06,3,148,MSLV
134983.7653333333,2024-05-17T14:15:13.159Z,43.2262426,46.0166106,149.902,3.889,3.82,3,148,MSLV
135039.07911111106,2024-05-17T14:15:13.214Z,43.2262406,46.0166099,149.915,3.988,3.89,3,148,MSLV
135094.39288888883,2024-05-17T14:15:13.269Z,43.2262388,46.0166092,149.9,3.932,3.99,3,148,MSLV
135149.7066666666,2024-05-17T14:15:13.324Z,43.2262369,46.0166086,149.875,3.808,3.93,3,148,MSLV
135205.02044444438,2024-05-17T14:15:13.379Z,43.2262351,46.016608,149.893,3.809,3.81,3,148,MSLV
135260.33422222215,2024-05-17T14:15:13.434Z,43.2262333,46.0166072,149.92,3.854,3.81,3,148,MSLV
135315.648,2024-05-17T14:15:13.489Z,43.2262315,46.0166063,149.916,3.831,3.85,3,148,MSLV
135370.36,2024-05-17T14:15:13.544Z,43.2262297,46.0166055,149.919,3.824,3.83,3,148,MSLV
135425.072,2024-05-17T14:15:13.599Z,43.2262278,46.0166046,149.935,3.878,3.82,3,148,MSLV
135479.78399999999,2024-05-17T14:15:13.654Z,43.2262261,46.0166036,149.938,3.892,3.88,3,148,MSLV
135534.49599999998,2024-05-17T14:15:13.709Z,43.2262245,46.0166027,149.997,3.713,3.89,3,148,MSLV
135589.20799999998,2024-05-17T14:15:13.764Z,43.2262226,46.0166018,150.006,3.882,3.71,3,148,MSLV
135643.91999999998,2024-05-17T14:15:13.819Z,43.2262207,46.0166008,149.983,3.885,3.88,3,148,MSLV
135698.63199999998,2024-05-17T14:15:13.874Z,43.226219,46.0166001,149.938,3.709,3.89,3,148,MSLV
135753.34399999998,2024-05-17T14:15:13.929Z,43.2262172,46.0165993,149.913,3.679,3.71,3,148,MSLV
135808.05599999998,2024-05-17T14:15:13.984Z,43.2262155,46.0165985,149.867,3.651,3.68,3,148,MSLV
135862.76799999998,2024-05-17T14:15:14.039Z,43.2262136,46.0165977,149.854,3.711,3.65,3,148,MSLV
135917.47999999998,2024-05-17T14:15:14.094Z,43.2262117,46.0165972,149.856,3.734,3.71,3,148,MSLV
135972.19199999998,2024-05-17T14:15:14.149Z,43.2262099,46.0165963,149.874,3.859,3.73,3,148,MSLV
136026.90399999998,2024-05-17T14:15:14.204Z,43.226208,46.0165956,149.883,3.884,3.86,3,148,MSLV
136081.61599999998,2024-05-17T14:15:14.259Z,43.2262064,46.0165946,149.878,3.791,3.88,3,148,MSLV
136136.32799999998,2024-05-17T14:15:14.314Z,43.2262047,46.0165939,149.899,3.71,3.79,3,148,MSLV
136191.03999999998,2024-05-17T14:15:14.369Z,43.2262031,46.0165932,149.909,3.555,3.71,3,148,MSLV
136245.75199999998,2024-05-17T14:15:14.424Z,43.2262014,46.0165926,149.883,3.522,3.56,3,148,MSLV
136300.464,2024-05-17T14:15:14.479Z,43.2261996,46.016592,149.859,3.548,3.52,3,148,MSLV
136355.13010526318,2024-05-17T14:15:14.531Z,43.2261977,46.0165916,149.851,3.64,3.55,3,148,MSLV
136409.79621052634,2024-05-17T14:15:14.583Z,43.2261959,46.0165909,149.88,3.724,3.64,3,148,MSLV
136464.4623157895,2024-05-17T14:15:14.635Z,43.2261939,46.0165905,149.888,3.897,3.72,3,148,MSLV
136519.12842105268,2024-05-17T14:15:14.687Z,43.226192,46.0165898,149.858,3.884,3.9,3,148,MSLV
136573.79452631585,2024-05-17T14:15:14.739Z,43.2261902,46.0165891,149.861,3.843,3.88,3,148,MSLV
136628.46063157902,2024-05-17T14:15:14.791Z,43.2261885,46.0165884,149.895,3.79,3.84,3,148,MSLV
136683.12673684218,2024-05-17T14:15:14.843Z,43.2261868,46.0165878,149.893,3.7,3.79,3,148,MSLV
136737.79284210535,2024-05-17T14:15:14.895Z,43.2261849,46.016587,149.878,3.798,3.7,3,148,MSLV
136792.45894736852,2024-05-17T14:15:14.947Z,43.2261831,46.016586,149.877,3.858,3.8,3,148,MSLV
136847.1250526317,2024-05-17T14:15:15.000Z,43.2261813,46.016585,149.896,3.934,3.86,3,148,MSLV
136901.79115789486,2024-05-17T14:15:15.052Z,43.2261794,46.0165841,149.931,3.989,3.93,3,148,MSLV
136956.45726315802,2024-05-17T14:15:15.104Z,43.2261776,46.0165834,149.957,3.906,3.99,3,148,MSLV
137011.1233684212,2024-05-17T14:15:15.156Z,43.2261757,46.0165825,149.989,3.958,3.91,3,148,MSLV
137065.78947368436,2024-05-17T14:15:15.208Z,43.2261736,46.016582,150.018,4.079,3.96,3,148,MSLV
137120.45557894753,2024-05-17T14:15:15.260Z,43.2261714,46.0165816,150.016,4.174,4.08,3,148,MSLV
137175.1216842107,2024-05-17T14:15:15.312Z,43.2261696,46.0165809,150.018,4.039,4.17,3,148,MSLV
137229.78778947386,2024-05-17T14:15:15.364Z,43.2261678,46.0165806,150.025,3.931,4.04,3,148,MSLV
137284.45389473703,2024-05-17T14:15:15.416Z,43.226166,46.01658,149.988,3.757,3.93,3,148,MSLV
137339.12,2024-05-17T14:15:15.469Z,43.2261641,46.0165793,149.969,3.761,3.76,3,147,MSLV
137394.7962352941,2024-05-17T14:15:15.530Z,43.2261622,46.0165786,149.963,3.857,3.76,3,147,MSLV
137450.47247058823,2024-05-17T14:15:15.591Z,43.2261602,46.0165777,149.98,4.043,3.86,3,147,MSLV
137506.14870588234,2024-05-17T14:15:15.653Z,43.2261583,46.0165768,150.002,4.044,4.04,3,147,MSLV
137561.82494117646,2024-05-17T14:15:15.714Z,43.2261565,46.0165759,150.031,4.031,4.04,3,147,MSLV
137617.50117647057,2024-05-17T14:15:15.776Z,43.2261545,46.016575,150.048,4.076,4.03,3,147,MSLV
137673.1774117647,2024-05-17T14:15:15.837Z,43.2261524,46.0165743,150.055,4.175,4.08,3,147,MSLV
137728.8536470588,2024-05-17T14:15:15.899Z,43.2261504,46.0165735,150.038,4.101,4.18,3,147,MSLV
137784.52988235292,2024-05-17T14:15:15.960Z,43.2261486,46.0165729,150.031,3.969,4.1,3,147,MSLV
137840.20611764703,2024-05-17T14:15:16.022Z,43.2261465,46.0165724,150.051,4.036,3.97,3,147,MSLV
137895.88235294115,2024-05-17T14:15:16.083Z,43.2261445,46.0165719,150.044,3.982,4.04,3,147,MSLV
137951.55858823526,2024-05-17T14:15:16.145Z,43.2261425,46.0165715,150.034,3.99,3.98,3,147,MSLV
138007.23482352938,2024-05-17T14:15:16.206Z,43.2261406,46.0165707,150.049,4.019,3.99,3,147,MSLV
138062.9110588235,2024-05-17T14:15:16.268Z,43.2261386,46.0165699,150.029,4.032,4.02,3,147,MSLV
138118.5872941176,2024-05-17T14:15:16.329Z,43.2261368,46.0165691,150.029,3.946,4.03,3,147,MSLV
138174.26352941172,2024-05-17T14:15:16.391Z,43.226135,46.0165684,150.031,3.923,3.95,3,147,MSLV
138229.93976470584,2024-05-17T14:15:16.452Z,43.226133,46.0165674,150.038,4.01,3.92,3,147,MSLV
138285.616,2024-05-17T14:15:16.514Z,43.226131,46.0165665,150.059,4.158,4.01,3,147,MSLV
138340.688,2024-05-17T14:15:16.566Z,43.2261288,46.0165659,150.056,4.192,4.16,3,147,MSLV
138395.75999999998,2024-05-17T14:15:16.618Z,43.226127,46.0165653,150.079,4.041,4.19,3,147,MSLV
138450.83199999997,2024-05-17T14:15:16.670Z,43.2261251,46.0165649,150.102,3.935,4.04,3,147,MSLV
138505.90399999995,2024-05-17T14:15:16.722Z,43.2261231,46.0165643,150.075,3.992,3.94,3,147,MSLV
138560.97599999994,2024-05-17T14:15:16.774Z,43.2261211,46.0165639,150.06,3.987,3.99,3,147,MSLV
138616.04799999992,2024-05-17T14:15:16.826Z,43.2261192,46.0165632,150.063,3.987,3.99,3,147,MSLV
138671.1199999999,2024-05-17T14:15:16.878Z,43.2261174,46.0165626,150.087,3.921,3.99,3,147,MSLV
138726.1919999999,2024-05-17T14:15:16.930Z,43.2261156,46.0165617,150.081,3.874,3.92,3,147,MSLV
138781.26399999988,2024-05-17T14:15:16.982Z,43.2261137,46.0165608,150.072,3.927,3.87,3,147,MSLV
138836.33599999986,2024-05-17T14:15:17.035Z,43.2261119,46.0165599,150.065,3.899,3.93,3,147,MSLV
138891.40799999985,2024-05-17T14:15:17.087Z,43.2261101,46.016559,150.071,3.884,3.9,3,147,MSLV
138946.47999999984,2024-05-17T14:15:17.139Z,43.2261084,46.0165581,150.114,3.865,3.88,3,147,MSLV
139001.55199999982,2024-05-17T14:15:17.191Z,43.2261067,46.0165571,150.121,3.804,3.86,3,147,MSLV
139056.6239999998,2024-05-17T14:15:17.243Z,43.2261048,46.0165565,150.108,3.74,3.8,3,147,MSLV
139111.6959999998,2024-05-17T14:15:17.295Z,43.2261028,46.016556,150.114,3.831,3.74,3,147,MSLV
139166.76799999978,2024-05-17T14:15:17.347Z,43.2261011,46.0165555,150.128,3.77,3.83,3,147,MSLV
139221.83999999976,2024-05-17T14:15:17.399Z,43.2260992,46.0165553,150.129,3.733,3.77,3,147,MSLV
139276.91199999975,2024-05-17T14:15:17.451Z,43.2260974,46.0165551,150.088,3.6,3.73,3,147,MSLV
139331.984,2024-05-17T14:15:17.504Z,43.2260955,46.0165546,150.063,3.637,3.6,3,147,MSLV
139386.62755555555,2024-05-17T14:15:17.559Z,43.2260938,46.0165536,150.045,3.651,3.64,3,147,MSLV
139441.2711111111,2024-05-17T14:15:17.614Z,43.2260922,46.0165525,150.063,3.654,3.65,3,147,MSLV
139495.91466666665,2024-05-17T14:15:17.669Z,43.2260905,46.0165516,150.055,3.684,3.65,3,147,MSLV
139550.5582222222,2024-05-17T14:15:17.724Z,43.2260888,46.0165505,150.026,3.702,3.68,3,147,MSLV
139605.20177777775,2024-05-17T14:15:17.779Z,43.2260871,46.0165495,149.977,3.685,3.7,3,147,MSLV
139659.8453333333,2024-05-17T14:15:17.834Z,43.2260852,46.0165489,149.877,3.642,3.69,3,147,MSLV
139714.48888888885,2024-05-17T14:15:17.889Z,43.2260835,46.0165475,149.868,3.807,3.64,3,147,MSLV
139769.1324444444,2024-05-17T14:15:17.944Z,43.2260819,46.0165462,149.882,3.82,3.81,3,147,MSLV
139823.77599999995,2024-05-17T14:15:17.999Z,43.2260804,46.0165457,149.904,3.559,3.82,3,147,MSLV
139878.4195555555,2024-05-17T14:15:18.054Z,43.2260788,46.0165453,149.893,3.409,3.56,3,147,MSLV
139933.06311111106,2024-05-17T14:15:18.109Z,43.2260776,46.0165452,149.864,3.06,3.41,3,147,MSLV
139987.7066666666,2024-05-17T14:15:18.164Z,43.226076,46.0165451,149.834,3.096,3.06,3,147,MSLV
140042.35022222216,2024-05-17T14:15:18.219Z,43.2260739,46.0165452,149.888,3.405,3.1,3,147,MSLV
140096.9937777777,2024-05-17T14:15:18.274Z,43.226072,46.0165451,149.93,3.568,3.41,3,147,MSLV
140151.63733333326,2024-05-17T14:15:18.329Z,43.2260705,46.0165449,149.91,3.424,3.57,3,147,MSLV
140206.2808888888,2024-05-17T14:15:18.384Z,43.2260688,46.0165446,149.883,3.438,3.42,3,147,MSLV
140260.92444444436,2024-05-17T14:15:18.439Z,43.2260669,46.0165442,149.872,3.551,3.44,3,147,MSLV
140315.568,2024-05-17T14:15:18.494Z,43.226065,46.016543,149.879,3.72,3.55,3,147,MSLV
140370.624,2024-05-17T14:15:18.549Z,43.2260633,46.0165418,149.846,3.74,3.72,3,147,MSLV
140425.68000000002,2024-05-17T14:15:18.604Z,43.2260617,46.0165408,149.833,3.658,3.74,3,147,MSLV
140480.73600000003,2024-05-17T14:15:18.659Z,43.2260601,46.0165398,149.869,3.673,3.66,3,147,MSLV
140535.79200000004,2024-05-17T14:15:18.714Z,43.2260585,46.016539,149.938,3.644,3.67,3,147,MSLV
140590.84800000006,2024-05-17T14:15:18.769Z,43.2260569,46.0165384,149.952,3.551,3.64,3,147,MSLV
140645.90400000007,2024-05-17T14:15:18.824Z,43.2260551,46.0165378,149.921,3.537,3.55,3,147,MSLV
140700.96000000008,2024-05-17T14:15:18.879Z,43.2260532,46.0165372,149.935,3.643,3.54,3,147,MSLV
140756.0160000001,2024-05-17T14:15:18.934Z,43.2260516,46.0165365,149.957,3.549,3.64,3,147,MSLV
140811.0720000001,2024-05-17T14:15:18.989Z,43.2260499,46.016536,149.958,3.533,3.55,3,147,MSLV
140866.1280000001,2024-05-17T14:15:19.044Z,43.2260481,46.0165354,149.953,3.571,3.53,3,147,MSLV
140921.18400000012,2024-05-17T14:15:19.099Z,43.2260463,46.0165347,149.957,3.622,3.57,3,147,MSLV
140976.24000000014,2024-05-17T14:15:19.154Z,43.2260446,46.0165342,149.968,3.647,3.62,3,147,MSLV
141031.29600000015,2024-05-17T14:15:19.209Z,43.226043,46.0165337,149.969,3.506,3.65,3,147,MSLV
141086.35200000016,2024-05-17T14:15:19.264Z,43.2260413,46.0165331,149.961,3.5,3.51,3,147,MSLV
141141.40800000017,2024-05-17T14:15:19.319Z,43.2260397,46.0165325,149.945,3.4,3.5,3,147,MSLV
141196.46400000018,2024-05-17T14:15:19.374Z,43.2260379,46.0165317,149.936,3.543,3.4,3,147,MSLV
141251.5200000002,2024-05-17T14:15:19.429Z,43.2260363,46.0165307,149.966,3.59,3.54,3,147,MSLV
141306.576,2024-05-17T14:15:19.484Z,43.2260346,46.0165298,149.957,3.605,3.59,3,147,MSLV
141361.61333333334,2024-05-17T14:15:19.542Z,43.2260329,46.0165291,149.982,3.632,3.61,3,147,MSLV
141416.65066666668,2024-05-17T14:15:19.600Z,43.2260311,46.0165286,149.998,3.675,3.63,3,147,MSLV
141471.68800000002,2024-05-17T14:15:19.658Z,43.2260294,46.0165277,150.01,3.707,3.68,3,147,MSLV
141526.72533333336,2024-05-17T14:15:19.716Z,43.2260277,46.0165269,150.011,3.653,3.71,3,147,MSLV
141581.7626666667,2024-05-17T14:15:19.774Z,43.226026,46.0165263,150.029,3.596,3.65,3,147,MSLV
141636.80000000005,2024-05-17T14:15:19.832Z,43.2260243,46.0165257,150.029,3.533,3.6,3,147,MSLV
141691.8373333334,2024-05-17T14:15:19.890Z,43.2260227,46.016525,150.037,3.544,3.53,3,147,MSLV
141746.87466666673,2024-05-17T14:15:19.948Z,43.226021,46.0165241,150.034,3.589,3.54,3,147,MSLV
141801.91200000007,2024-05-17T14:15:20.006Z,43.2260192,46.0165232,150.012,3.615,3.59,3,147,MSLV
141856.9493333334,2024-05-17T14:15:20.064Z,43.2260176,46.0165225,150.045,3.627,3.62,3,147,MSLV
141911.98666666675,2024-05-17T14:15:20.122Z,43.2260159,46.0165215,150.049,3.689,3.63,3,147,MSLV
141967.0240000001,2024-05-17T14:15:20.180Z,43.2260143,46.0165205,150.047,3.622,3.69,3,147,MSLV
142022.06133333343,2024-05-17T14:15:20.238Z,43.2260127,46.0165196,150.048,3.59,3.62,3,147,MSLV
142077.09866666677,2024-05-17T14:15:20.296Z,43.226011,46.0165186,150.048,3.656,3.59,3,147,MSLV
142132.13600000012,2024-05-17T14:15:20.354Z,43.2260093,46.0165176,150.069,3.689,3.66,3,147,MSLV
142187.17333333346,2024-05-17T14:15:20.412Z,43.2260076,46.0165167,150.077,3.702,3.69,3,147,MSLV
142242.2106666668,2024-05-17T14:15:20.470Z,43.2260057,46.0165159,150.085,3.781,3.7,3,147,MSLV
142297.248,2024-05-17T14:15:20.529Z,43.2260039,46.0165149,150.097,3.845,3.78,3,147,MSLV
142352.07073684208,2024-05-17T14:15:20.581Z,43.2260022,46.016514,150.092,3.794,3.84,3,147,MSLV
142406.89347368418,2024-05-17T14:15:20.633Z,43.2260004,46.0165134,150.089,3.752,3.79,3,147,MSLV
142461.71621052627,2024-05-17T14:15:20.685Z,43.2259984,46.0165129,150.095,3.842,3.75,3,147,MSLV
142516.53894736836,2024-05-17T14:15:20.737Z,43.2259965,46.0165123,150.107,3.908,3.84,3,147,MSLV
142571.36168421045,2024-05-17T14:15:20.789Z,43.2259947,46.0165114,150.126,3.94,3.91,3,147,MSLV
142626.18442105255,2024-05-17T14:15:20.841Z,43.2259931,46.0165107,150.14,3.791,3.94,3,147,MSLV
142681.00715789464,2024-05-17T14:15:20.893Z,43.2259912,46.0165101,150.136,3.781,3.79,3,147,MSLV
142735.82989473673,2024-05-17T14:15:20.945Z,43.2259894,46.0165093,150.141,3.833,3.78,3,147,MSLV
142790.65263157882,2024-05-17T14:15:20.997Z,43.2259877,46.0165084,150.136,3.789,3.83,3,147,MSLV
142845.4753684209,2024-05-17T14:15:21.050Z,43.225986,46.0165071,150.14,3.86,3.79,3,147,MSLV
142900.298105263,2024-05-17T14:15:21.102Z,43.2259843,46.0165061,150.155,3.866,3.86,3,147,MSLV
142955.1208421051,2024-05-17T14:15:21.154Z,43.2259826,46.016505,150.198,3.847,3.87,3,147,MSLV
143009.9435789472,2024-05-17T14:15:21.206Z,43.2259808,46.016504,150.196,3.855,3.85,3,147,MSLV
143064.76631578928,2024-05-17T14:15:21.258Z,43.225979,46.0165031,150.174,3.789,3.86,3,147,MSLV
